Mutant Variable Name,Mutated Class,Mutated Method,Original Binary Operator,Mutated Binary Operator
_mut17052,org.apache.tools.bzip2.BlockSort,mainQSort3_815,+,%
_mut17053,org.apache.tools.bzip2.BlockSort,mainQSort3_815,-,+
_mut17054,org.apache.tools.bzip2.BlockSort,mainQSort3_815,-,*
_mut17055,org.apache.tools.bzip2.BlockSort,mainQSort3_815,-,/
_mut17056,org.apache.tools.bzip2.BlockSort,mainQSort3_815,-,%
_mut17057,org.apache.tools.bzip2.BlockSort,mainQSort3_815,>=,==
_mut17058,org.apache.tools.bzip2.BlockSort,mainQSort3_815,>=,!=
_mut17059,org.apache.tools.bzip2.BlockSort,mainQSort3_815,>=,<
_mut17060,org.apache.tools.bzip2.BlockSort,mainQSort3_815,>=,>
_mut17061,org.apache.tools.bzip2.BlockSort,mainQSort3_815,>=,<=
_mut17062,org.apache.tools.bzip2.BlockSort,mainSort_923,>=,==
_mut17063,org.apache.tools.bzip2.BlockSort,mainSort_923,>=,!=
_mut17064,org.apache.tools.bzip2.BlockSort,mainSort_923,>=,<
_mut17065,org.apache.tools.bzip2.BlockSort,mainSort_923,>=,>
_mut17066,org.apache.tools.bzip2.BlockSort,mainSort_923,>=,<=
_mut17067,org.apache.tools.bzip2.BlockSort,mainSort_923,+,-
_mut17068,org.apache.tools.bzip2.BlockSort,mainSort_923,+,*
_mut17069,org.apache.tools.bzip2.BlockSort,mainSort_923,+,/
_mut17070,org.apache.tools.bzip2.BlockSort,mainSort_923,+,%
_mut17071,org.apache.tools.bzip2.BlockSort,mainSort_923,+,-
_mut17072,org.apache.tools.bzip2.BlockSort,mainSort_923,+,*
_mut17073,org.apache.tools.bzip2.BlockSort,mainSort_923,+,/
_mut17074,org.apache.tools.bzip2.BlockSort,mainSort_923,+,%
_mut17075,org.apache.tools.bzip2.BlockSort,mainSort_923,+,-
_mut17076,org.apache.tools.bzip2.BlockSort,mainSort_923,+,*
_mut17077,org.apache.tools.bzip2.BlockSort,mainSort_923,+,/
_mut17078,org.apache.tools.bzip2.BlockSort,mainSort_923,+,%
_mut17079,org.apache.tools.bzip2.BlockSort,mainSort_923,%,+
_mut17080,org.apache.tools.bzip2.BlockSort,mainSort_923,%,-
_mut17081,org.apache.tools.bzip2.BlockSort,mainSort_923,%,*
_mut17082,org.apache.tools.bzip2.BlockSort,mainSort_923,%,/
_mut17083,org.apache.tools.bzip2.BlockSort,mainSort_923,+,-
_mut17084,org.apache.tools.bzip2.BlockSort,mainSort_923,+,*
_mut17085,org.apache.tools.bzip2.BlockSort,mainSort_923,+,/
_mut17086,org.apache.tools.bzip2.BlockSort,mainSort_923,+,%
_mut17087,org.apache.tools.bzip2.BlockSort,mainSort_923,<,==
_mut17088,org.apache.tools.bzip2.BlockSort,mainSort_923,<,!=
_mut17089,org.apache.tools.bzip2.BlockSort,mainSort_923,<,>
_mut17090,org.apache.tools.bzip2.BlockSort,mainSort_923,<,<=
_mut17091,org.apache.tools.bzip2.BlockSort,mainSort_923,<,>=
_mut17092,org.apache.tools.bzip2.BlockSort,mainSort_923,>=,==
_mut17093,org.apache.tools.bzip2.BlockSort,mainSort_923,>=,!=
_mut17094,org.apache.tools.bzip2.BlockSort,mainSort_923,>=,<
_mut17095,org.apache.tools.bzip2.BlockSort,mainSort_923,>=,>
_mut17096,org.apache.tools.bzip2.BlockSort,mainSort_923,>=,<=
_mut17097,org.apache.tools.bzip2.BlockSort,mainSort_923,+,-
_mut17098,org.apache.tools.bzip2.BlockSort,mainSort_923,+,*
_mut17099,org.apache.tools.bzip2.BlockSort,mainSort_923,+,/
_mut17100,org.apache.tools.bzip2.BlockSort,mainSort_923,+,%
_mut17101,org.apache.tools.bzip2.BlockSort,mainSort_923,+,-
_mut17102,org.apache.tools.bzip2.BlockSort,mainSort_923,+,*
_mut17103,org.apache.tools.bzip2.BlockSort,mainSort_923,+,/
_mut17104,org.apache.tools.bzip2.BlockSort,mainSort_923,+,%
_mut17105,org.apache.tools.bzip2.BlockSort,mainSort_923,+,-
_mut17106,org.apache.tools.bzip2.BlockSort,mainSort_923,+,*
_mut17107,org.apache.tools.bzip2.BlockSort,mainSort_923,+,/
_mut17108,org.apache.tools.bzip2.BlockSort,mainSort_923,+,%
_mut17109,org.apache.tools.bzip2.BlockSort,mainSort_923,<=,==
_mut17110,org.apache.tools.bzip2.BlockSort,mainSort_923,<=,!=
_mut17111,org.apache.tools.bzip2.BlockSort,mainSort_923,<=,<
_mut17112,org.apache.tools.bzip2.BlockSort,mainSort_923,<=,>
_mut17113,org.apache.tools.bzip2.BlockSort,mainSort_923,<=,>=
_mut17114,org.apache.tools.bzip2.BlockSort,mainSort_923,-,+
_mut17115,org.apache.tools.bzip2.BlockSort,mainSort_923,-,*
_mut17116,org.apache.tools.bzip2.BlockSort,mainSort_923,-,/
_mut17117,org.apache.tools.bzip2.BlockSort,mainSort_923,-,%
_mut17118,org.apache.tools.bzip2.BlockSort,mainSort_923,<=,==
_mut17119,org.apache.tools.bzip2.BlockSort,mainSort_923,<=,!=
_mut17120,org.apache.tools.bzip2.BlockSort,mainSort_923,<=,<
_mut17121,org.apache.tools.bzip2.BlockSort,mainSort_923,<=,>
_mut17122,org.apache.tools.bzip2.BlockSort,mainSort_923,<=,>=
_mut17123,org.apache.tools.bzip2.BlockSort,mainSort_923,+,-
_mut17124,org.apache.tools.bzip2.BlockSort,mainSort_923,+,*
_mut17125,org.apache.tools.bzip2.BlockSort,mainSort_923,+,/
_mut17126,org.apache.tools.bzip2.BlockSort,mainSort_923,+,%
_mut17127,org.apache.tools.bzip2.BlockSort,mainSort_923,+,-
_mut17128,org.apache.tools.bzip2.BlockSort,mainSort_923,+,*
_mut17129,org.apache.tools.bzip2.BlockSort,mainSort_923,+,/
_mut17130,org.apache.tools.bzip2.BlockSort,mainSort_923,+,%
_mut17131,org.apache.tools.bzip2.BlockSort,mainSort_923,<,==
_mut17132,org.apache.tools.bzip2.BlockSort,mainSort_923,<,!=
_mut17133,org.apache.tools.bzip2.BlockSort,mainSort_923,<,>
_mut17134,org.apache.tools.bzip2.BlockSort,mainSort_923,<,<=
_mut17135,org.apache.tools.bzip2.BlockSort,mainSort_923,<,>=
_mut17136,org.apache.tools.bzip2.BlockSort,mainSort_923,+,-
_mut17137,org.apache.tools.bzip2.BlockSort,mainSort_923,+,*
_mut17138,org.apache.tools.bzip2.BlockSort,mainSort_923,+,/
_mut17139,org.apache.tools.bzip2.BlockSort,mainSort_923,+,%
_mut17140,org.apache.tools.bzip2.BlockSort,mainSort_923,+,-
_mut17141,org.apache.tools.bzip2.BlockSort,mainSort_923,+,*
_mut17142,org.apache.tools.bzip2.BlockSort,mainSort_923,+,/
_mut17143,org.apache.tools.bzip2.BlockSort,mainSort_923,+,%
_mut17144,org.apache.tools.bzip2.BlockSort,mainSort_923,>=,==
_mut17145,org.apache.tools.bzip2.BlockSort,mainSort_923,>=,!=
_mut17146,org.apache.tools.bzip2.BlockSort,mainSort_923,>=,<
_mut17147,org.apache.tools.bzip2.BlockSort,mainSort_923,>=,>
_mut17148,org.apache.tools.bzip2.BlockSort,mainSort_923,>=,<=
_mut17149,org.apache.tools.bzip2.BlockSort,mainSort_923,+,-
_mut17150,org.apache.tools.bzip2.BlockSort,mainSort_923,+,*
_mut17151,org.apache.tools.bzip2.BlockSort,mainSort_923,+,/
_mut17152,org.apache.tools.bzip2.BlockSort,mainSort_923,+,%
_mut17153,org.apache.tools.bzip2.BlockSort,mainSort_923,-,+
_mut17154,org.apache.tools.bzip2.BlockSort,mainSort_923,-,*
_mut17155,org.apache.tools.bzip2.BlockSort,mainSort_923,-,/
_mut17156,org.apache.tools.bzip2.BlockSort,mainSort_923,-,%
_mut17157,org.apache.tools.bzip2.BlockSort,mainSort_923,-,+
_mut17158,org.apache.tools.bzip2.BlockSort,mainSort_923,-,*
_mut17159,org.apache.tools.bzip2.BlockSort,mainSort_923,-,/
_mut17160,org.apache.tools.bzip2.BlockSort,mainSort_923,-,%
_mut17161,org.apache.tools.bzip2.BlockSort,mainSort_923,<=,==
_mut17162,org.apache.tools.bzip2.BlockSort,mainSort_923,<=,!=
_mut17163,org.apache.tools.bzip2.BlockSort,mainSort_923,<=,<
_mut17164,org.apache.tools.bzip2.BlockSort,mainSort_923,<=,>
_mut17165,org.apache.tools.bzip2.BlockSort,mainSort_923,<=,>=
_mut17166,org.apache.tools.bzip2.BlockSort,mainSort_923,+,-
_mut17167,org.apache.tools.bzip2.BlockSort,mainSort_923,+,*
_mut17168,org.apache.tools.bzip2.BlockSort,mainSort_923,+,/
_mut17169,org.apache.tools.bzip2.BlockSort,mainSort_923,+,%
_mut17170,org.apache.tools.bzip2.BlockSort,mainSort_923,-,+
_mut17171,org.apache.tools.bzip2.BlockSort,mainSort_923,-,*
_mut17172,org.apache.tools.bzip2.BlockSort,mainSort_923,-,/
_mut17173,org.apache.tools.bzip2.BlockSort,mainSort_923,-,%
_mut17174,org.apache.tools.bzip2.BlockSort,mainSort_923,>,==
_mut17175,org.apache.tools.bzip2.BlockSort,mainSort_923,>,!=
_mut17176,org.apache.tools.bzip2.BlockSort,mainSort_923,>,<
_mut17177,org.apache.tools.bzip2.BlockSort,mainSort_923,>,<=
_mut17178,org.apache.tools.bzip2.BlockSort,mainSort_923,>,>=
_mut17179,org.apache.tools.bzip2.BlockSort,mainSort_923,<=,==
_mut17180,org.apache.tools.bzip2.BlockSort,mainSort_923,<=,!=
_mut17181,org.apache.tools.bzip2.BlockSort,mainSort_923,<=,<
_mut17182,org.apache.tools.bzip2.BlockSort,mainSort_923,<=,>
_mut17183,org.apache.tools.bzip2.BlockSort,mainSort_923,<=,>=
_mut17184,org.apache.tools.bzip2.BlockSort,mainSort_923,!=,==
_mut17185,org.apache.tools.bzip2.BlockSort,mainSort_923,!=,<
_mut17186,org.apache.tools.bzip2.BlockSort,mainSort_923,!=,>
_mut17187,org.apache.tools.bzip2.BlockSort,mainSort_923,!=,<=
_mut17188,org.apache.tools.bzip2.BlockSort,mainSort_923,!=,>=
_mut17189,org.apache.tools.bzip2.BlockSort,mainSort_923,+,-
_mut17190,org.apache.tools.bzip2.BlockSort,mainSort_923,+,*
_mut17191,org.apache.tools.bzip2.BlockSort,mainSort_923,+,/
_mut17192,org.apache.tools.bzip2.BlockSort,mainSort_923,+,%
_mut17193,org.apache.tools.bzip2.BlockSort,mainSort_923,!=,==
_mut17194,org.apache.tools.bzip2.BlockSort,mainSort_923,!=,<
_mut17195,org.apache.tools.bzip2.BlockSort,mainSort_923,!=,>
_mut17196,org.apache.tools.bzip2.BlockSort,mainSort_923,!=,<=
_mut17197,org.apache.tools.bzip2.BlockSort,mainSort_923,!=,>=
_mut17198,org.apache.tools.bzip2.BlockSort,mainSort_923,+,-
_mut17199,org.apache.tools.bzip2.BlockSort,mainSort_923,+,*
_mut17200,org.apache.tools.bzip2.BlockSort,mainSort_923,+,/
_mut17201,org.apache.tools.bzip2.BlockSort,mainSort_923,+,%
_mut17202,org.apache.tools.bzip2.BlockSort,mainSort_923,-,+
_mut17203,org.apache.tools.bzip2.BlockSort,mainSort_923,-,*
_mut17204,org.apache.tools.bzip2.BlockSort,mainSort_923,-,/
_mut17205,org.apache.tools.bzip2.BlockSort,mainSort_923,-,%
_mut17206,org.apache.tools.bzip2.BlockSort,mainSort_923,>,==
_mut17207,org.apache.tools.bzip2.BlockSort,mainSort_923,>,!=
_mut17208,org.apache.tools.bzip2.BlockSort,mainSort_923,>,<
_mut17209,org.apache.tools.bzip2.BlockSort,mainSort_923,>,<=
_mut17210,org.apache.tools.bzip2.BlockSort,mainSort_923,>,>=
_mut17211,org.apache.tools.bzip2.BlockSort,mainSort_923,>,==
_mut17212,org.apache.tools.bzip2.BlockSort,mainSort_923,>,!=
_mut17213,org.apache.tools.bzip2.BlockSort,mainSort_923,>,<
_mut17214,org.apache.tools.bzip2.BlockSort,mainSort_923,>,<=
_mut17215,org.apache.tools.bzip2.BlockSort,mainSort_923,>,>=
_mut17216,org.apache.tools.bzip2.BlockSort,mainSort_923,&&,||
_mut17217,org.apache.tools.bzip2.BlockSort,mainSort_923,<=,==
_mut17218,org.apache.tools.bzip2.BlockSort,mainSort_923,<=,!=
_mut17219,org.apache.tools.bzip2.BlockSort,mainSort_923,<=,<
_mut17220,org.apache.tools.bzip2.BlockSort,mainSort_923,<=,>
_mut17221,org.apache.tools.bzip2.BlockSort,mainSort_923,<=,>=
_mut17222,org.apache.tools.bzip2.BlockSort,mainSort_923,+,-
_mut17223,org.apache.tools.bzip2.BlockSort,mainSort_923,+,*
_mut17224,org.apache.tools.bzip2.BlockSort,mainSort_923,+,/
_mut17225,org.apache.tools.bzip2.BlockSort,mainSort_923,+,%
_mut17226,org.apache.tools.bzip2.BlockSort,mainSort_923,<=,==
_mut17227,org.apache.tools.bzip2.BlockSort,mainSort_923,<=,!=
_mut17228,org.apache.tools.bzip2.BlockSort,mainSort_923,<=,<
_mut17229,org.apache.tools.bzip2.BlockSort,mainSort_923,<=,>
_mut17230,org.apache.tools.bzip2.BlockSort,mainSort_923,<=,>=
_mut17231,org.apache.tools.bzip2.BlockSort,mainSort_923,==,!=
_mut17232,org.apache.tools.bzip2.BlockSort,mainSort_923,==,<
_mut17233,org.apache.tools.bzip2.BlockSort,mainSort_923,==,>
_mut17234,org.apache.tools.bzip2.BlockSort,mainSort_923,==,<=
_mut17235,org.apache.tools.bzip2.BlockSort,mainSort_923,==,>=
_mut17236,org.apache.tools.bzip2.BlockSort,mainSort_923,-,+
_mut17237,org.apache.tools.bzip2.BlockSort,mainSort_923,-,*
_mut17238,org.apache.tools.bzip2.BlockSort,mainSort_923,-,/
_mut17239,org.apache.tools.bzip2.BlockSort,mainSort_923,-,%
_mut17240,org.apache.tools.bzip2.BlockSort,mainSort_923,<,==
_mut17241,org.apache.tools.bzip2.BlockSort,mainSort_923,<,!=
_mut17242,org.apache.tools.bzip2.BlockSort,mainSort_923,<,>
_mut17243,org.apache.tools.bzip2.BlockSort,mainSort_923,<,<=
_mut17244,org.apache.tools.bzip2.BlockSort,mainSort_923,<,>=
_mut17245,org.apache.tools.bzip2.BlockSort,mainSort_923,+,-
_mut17246,org.apache.tools.bzip2.BlockSort,mainSort_923,+,*
_mut17247,org.apache.tools.bzip2.BlockSort,mainSort_923,+,/
_mut17248,org.apache.tools.bzip2.BlockSort,mainSort_923,+,%
_mut17249,org.apache.tools.bzip2.BlockSort,mainSort_923,>=,==
_mut17250,org.apache.tools.bzip2.BlockSort,mainSort_923,>=,!=
_mut17251,org.apache.tools.bzip2.BlockSort,mainSort_923,>=,<
_mut17252,org.apache.tools.bzip2.BlockSort,mainSort_923,>=,>
_mut17253,org.apache.tools.bzip2.BlockSort,mainSort_923,>=,<=
_mut17254,org.apache.tools.bzip2.BlockSort,mainSort_923,<,==
_mut17255,org.apache.tools.bzip2.BlockSort,mainSort_923,<,!=
_mut17256,org.apache.tools.bzip2.BlockSort,mainSort_923,<,>
_mut17257,org.apache.tools.bzip2.BlockSort,mainSort_923,<,<=
_mut17258,org.apache.tools.bzip2.BlockSort,mainSort_923,<,>=
_mut17259,org.apache.tools.bzip2.BlockSort,mainSort_923,+,-
_mut17260,org.apache.tools.bzip2.BlockSort,mainSort_923,+,*
_mut17261,org.apache.tools.bzip2.BlockSort,mainSort_923,+,/
_mut17262,org.apache.tools.bzip2.BlockSort,mainSort_923,+,%
_mut17263,org.apache.tools.bzip2.BlockSort,mainSort_923,-,+
_mut17264,org.apache.tools.bzip2.BlockSort,mainSort_923,-,*
_mut17265,org.apache.tools.bzip2.BlockSort,mainSort_923,-,/
_mut17266,org.apache.tools.bzip2.BlockSort,mainSort_923,-,%
_mut17267,org.apache.tools.bzip2.BlockSort,mainSort_923,>,==
_mut17268,org.apache.tools.bzip2.BlockSort,mainSort_923,>,!=
_mut17269,org.apache.tools.bzip2.BlockSort,mainSort_923,>,<
_mut17270,org.apache.tools.bzip2.BlockSort,mainSort_923,>,<=
_mut17271,org.apache.tools.bzip2.BlockSort,mainSort_923,>,>=
_mut17272,org.apache.tools.bzip2.BlockSort,mainSort_923,+,-
_mut17273,org.apache.tools.bzip2.BlockSort,mainSort_923,+,*
_mut17274,org.apache.tools.bzip2.BlockSort,mainSort_923,+,/
_mut17275,org.apache.tools.bzip2.BlockSort,mainSort_923,+,%
_mut17276,org.apache.tools.bzip2.BlockSort,mainSort_923,<,==
_mut17277,org.apache.tools.bzip2.BlockSort,mainSort_923,<,!=
_mut17278,org.apache.tools.bzip2.BlockSort,mainSort_923,<,>
_mut17279,org.apache.tools.bzip2.BlockSort,mainSort_923,<,<=
_mut17280,org.apache.tools.bzip2.BlockSort,mainSort_923,<,>=
_mut17281,org.apache.tools.bzip2.BlockSort,mainSort_923,+,-
_mut17282,org.apache.tools.bzip2.BlockSort,mainSort_923,+,*
_mut17283,org.apache.tools.bzip2.BlockSort,mainSort_923,+,/
_mut17284,org.apache.tools.bzip2.BlockSort,mainSort_923,+,%
_mut17285,org.apache.tools.bzip2.BlockSort,mainSort_923,+,-
_mut17286,org.apache.tools.bzip2.BlockSort,mainSort_923,+,*
_mut17287,org.apache.tools.bzip2.BlockSort,mainSort_923,+,/
_mut17288,org.apache.tools.bzip2.BlockSort,mainSort_923,+,%
_mut17289,org.apache.tools.bzip2.BlockSort,mainSort_923,<,==
_mut17290,org.apache.tools.bzip2.BlockSort,mainSort_923,<,!=
_mut17291,org.apache.tools.bzip2.BlockSort,mainSort_923,<,>
_mut17292,org.apache.tools.bzip2.BlockSort,mainSort_923,<,<=
_mut17293,org.apache.tools.bzip2.BlockSort,mainSort_923,<,>=
_mut17294,org.apache.tools.bzip2.BlockSort,mainSort_923,<=,==
_mut17295,org.apache.tools.bzip2.BlockSort,mainSort_923,<=,!=
_mut17296,org.apache.tools.bzip2.BlockSort,mainSort_923,<=,<
_mut17297,org.apache.tools.bzip2.BlockSort,mainSort_923,<=,>
_mut17298,org.apache.tools.bzip2.BlockSort,mainSort_923,<=,>=
_mut17299,org.apache.tools.bzip2.CBZip2InputStream,read_180,<,==
_mut17300,org.apache.tools.bzip2.CBZip2InputStream,read_180,<,!=
_mut17301,org.apache.tools.bzip2.CBZip2InputStream,read_180,<,>
_mut17302,org.apache.tools.bzip2.CBZip2InputStream,read_180,<,<=
_mut17303,org.apache.tools.bzip2.CBZip2InputStream,read_180,<,>=
_mut17304,org.apache.tools.bzip2.CBZip2InputStream,read_180,<,==
_mut17305,org.apache.tools.bzip2.CBZip2InputStream,read_180,<,!=
_mut17306,org.apache.tools.bzip2.CBZip2InputStream,read_180,<,>
_mut17307,org.apache.tools.bzip2.CBZip2InputStream,read_180,<,<=
_mut17308,org.apache.tools.bzip2.CBZip2InputStream,read_180,<,>=
_mut17309,org.apache.tools.bzip2.CBZip2InputStream,read_180,+,-
_mut17310,org.apache.tools.bzip2.CBZip2InputStream,read_180,+,*
_mut17311,org.apache.tools.bzip2.CBZip2InputStream,read_180,+,/
_mut17312,org.apache.tools.bzip2.CBZip2InputStream,read_180,+,%
_mut17313,org.apache.tools.bzip2.CBZip2InputStream,read_180,>,==
_mut17314,org.apache.tools.bzip2.CBZip2InputStream,read_180,>,!=
_mut17315,org.apache.tools.bzip2.CBZip2InputStream,read_180,>,<
_mut17316,org.apache.tools.bzip2.CBZip2InputStream,read_180,>,<=
_mut17317,org.apache.tools.bzip2.CBZip2InputStream,read_180,>,>=
_mut17318,org.apache.tools.bzip2.CBZip2InputStream,read_180,+,-
_mut17319,org.apache.tools.bzip2.CBZip2InputStream,read_180,+,*
_mut17320,org.apache.tools.bzip2.CBZip2InputStream,read_180,+,/
_mut17321,org.apache.tools.bzip2.CBZip2InputStream,read_180,+,%
_mut17322,org.apache.tools.bzip2.CBZip2InputStream,read_180,<,==
_mut17323,org.apache.tools.bzip2.CBZip2InputStream,read_180,<,!=
_mut17324,org.apache.tools.bzip2.CBZip2InputStream,read_180,<,>
_mut17325,org.apache.tools.bzip2.CBZip2InputStream,read_180,<,<=
_mut17326,org.apache.tools.bzip2.CBZip2InputStream,read_180,<,>=
_mut17327,org.apache.tools.bzip2.CBZip2InputStream,read_180,>=,==
_mut17328,org.apache.tools.bzip2.CBZip2InputStream,read_180,>=,!=
_mut17329,org.apache.tools.bzip2.CBZip2InputStream,read_180,>=,<
_mut17330,org.apache.tools.bzip2.CBZip2InputStream,read_180,>=,>
_mut17331,org.apache.tools.bzip2.CBZip2InputStream,read_180,>=,<=
_mut17332,org.apache.tools.bzip2.CBZip2InputStream,read_180,&&,||
_mut17333,org.apache.tools.bzip2.CBZip2InputStream,read_180,==,!=
_mut17334,org.apache.tools.bzip2.CBZip2InputStream,read_180,==,<
_mut17335,org.apache.tools.bzip2.CBZip2InputStream,read_180,==,>
_mut17336,org.apache.tools.bzip2.CBZip2InputStream,read_180,==,<=
_mut17337,org.apache.tools.bzip2.CBZip2InputStream,read_180,==,>=
_mut17338,org.apache.tools.bzip2.CBZip2InputStream,read_180,-,+
_mut17339,org.apache.tools.bzip2.CBZip2InputStream,read_180,-,*
_mut17340,org.apache.tools.bzip2.CBZip2InputStream,read_180,-,/
_mut17341,org.apache.tools.bzip2.CBZip2InputStream,read_180,-,%
_mut17342,org.apache.tools.bzip2.CBZip2InputStream,makeMaps_207,<,==
_mut17343,org.apache.tools.bzip2.CBZip2InputStream,makeMaps_207,<,!=
_mut17344,org.apache.tools.bzip2.CBZip2InputStream,makeMaps_207,<,>
_mut17345,org.apache.tools.bzip2.CBZip2InputStream,makeMaps_207,<,<=
_mut17346,org.apache.tools.bzip2.CBZip2InputStream,makeMaps_207,<,>=
_mut17347,org.apache.tools.bzip2.CBZip2InputStream,init_261,==,!=
_mut17348,org.apache.tools.bzip2.CBZip2InputStream,init_261,==,<
_mut17349,org.apache.tools.bzip2.CBZip2InputStream,init_261,==,>
_mut17350,org.apache.tools.bzip2.CBZip2InputStream,init_261,==,<=
_mut17351,org.apache.tools.bzip2.CBZip2InputStream,init_261,==,>=
_mut17352,org.apache.tools.bzip2.CBZip2InputStream,init_261,||,&&
_mut17353,org.apache.tools.bzip2.CBZip2InputStream,init_261,==,!=
_mut17354,org.apache.tools.bzip2.CBZip2InputStream,init_261,==,<
_mut17355,org.apache.tools.bzip2.CBZip2InputStream,init_261,==,>
_mut17356,org.apache.tools.bzip2.CBZip2InputStream,init_261,==,<=
_mut17357,org.apache.tools.bzip2.CBZip2InputStream,init_261,==,>=
_mut17358,org.apache.tools.bzip2.CBZip2InputStream,init_261,<,==
_mut17359,org.apache.tools.bzip2.CBZip2InputStream,init_261,<,!=
_mut17360,org.apache.tools.bzip2.CBZip2InputStream,init_261,<,>
_mut17361,org.apache.tools.bzip2.CBZip2InputStream,init_261,<,<=
_mut17362,org.apache.tools.bzip2.CBZip2InputStream,init_261,<,>=
_mut17363,org.apache.tools.bzip2.CBZip2InputStream,init_261,>,==
_mut17364,org.apache.tools.bzip2.CBZip2InputStream,init_261,>,!=
_mut17365,org.apache.tools.bzip2.CBZip2InputStream,init_261,>,<
_mut17366,org.apache.tools.bzip2.CBZip2InputStream,init_261,>,<=
_mut17367,org.apache.tools.bzip2.CBZip2InputStream,init_261,>,>=
_mut17368,org.apache.tools.bzip2.CBZip2InputStream,init_261,||,&&
_mut17369,org.apache.tools.bzip2.CBZip2InputStream,init_261,-,+
_mut17370,org.apache.tools.bzip2.CBZip2InputStream,init_261,-,*
_mut17371,org.apache.tools.bzip2.CBZip2InputStream,init_261,-,/
_mut17372,org.apache.tools.bzip2.CBZip2InputStream,init_261,-,%
_mut17373,org.apache.tools.bzip2.CBZip2InputStream,initBlock_302,||,&&
_mut17374,org.apache.tools.bzip2.CBZip2InputStream,initBlock_302,||,&&
_mut17375,org.apache.tools.bzip2.CBZip2InputStream,initBlock_302,||,&&
_mut17376,org.apache.tools.bzip2.CBZip2InputStream,initBlock_302,||,&&
_mut17377,org.apache.tools.bzip2.CBZip2InputStream,initBlock_302,||,&&
_mut17378,org.apache.tools.bzip2.CBZip2InputStream,initBlock_302,||,&&
_mut17379,org.apache.tools.bzip2.CBZip2InputStream,initBlock_302,||,&&
_mut17380,org.apache.tools.bzip2.CBZip2InputStream,initBlock_302,||,&&
_mut17381,org.apache.tools.bzip2.CBZip2InputStream,initBlock_302,||,&&
_mut17382,org.apache.tools.bzip2.CBZip2InputStream,initBlock_302,||,&&
_mut17383,org.apache.tools.bzip2.CBZip2InputStream,initBlock_302,==,!=
_mut17384,org.apache.tools.bzip2.CBZip2InputStream,initBlock_302,==,<
_mut17385,org.apache.tools.bzip2.CBZip2InputStream,initBlock_302,==,>
_mut17386,org.apache.tools.bzip2.CBZip2InputStream,initBlock_302,==,<=
_mut17387,org.apache.tools.bzip2.CBZip2InputStream,initBlock_302,==,>=
_mut17388,org.apache.tools.bzip2.CBZip2InputStream,endBlock_362,!=,==
_mut17389,org.apache.tools.bzip2.CBZip2InputStream,endBlock_362,!=,<
_mut17390,org.apache.tools.bzip2.CBZip2InputStream,endBlock_362,!=,>
_mut17391,org.apache.tools.bzip2.CBZip2InputStream,endBlock_362,!=,<=
_mut17392,org.apache.tools.bzip2.CBZip2InputStream,endBlock_362,!=,>=
_mut17393,org.apache.tools.bzip2.CBZip2InputStream,complete_383,!=,==
_mut17394,org.apache.tools.bzip2.CBZip2InputStream,complete_383,!=,<
_mut17395,org.apache.tools.bzip2.CBZip2InputStream,complete_383,!=,>
_mut17396,org.apache.tools.bzip2.CBZip2InputStream,complete_383,!=,<=
_mut17397,org.apache.tools.bzip2.CBZip2InputStream,complete_383,!=,>=
_mut17398,org.apache.tools.bzip2.CBZip2InputStream,complete_383,||,&&
_mut17399,org.apache.tools.bzip2.CBZip2InputStream,bsR_412,<,==
_mut17400,org.apache.tools.bzip2.CBZip2InputStream,bsR_412,<,!=
_mut17401,org.apache.tools.bzip2.CBZip2InputStream,bsR_412,<,>
_mut17402,org.apache.tools.bzip2.CBZip2InputStream,bsR_412,<,<=
_mut17403,org.apache.tools.bzip2.CBZip2InputStream,bsR_412,<,>=
_mut17404,org.apache.tools.bzip2.CBZip2InputStream,bsR_412,<,==
_mut17405,org.apache.tools.bzip2.CBZip2InputStream,bsR_412,<,!=
_mut17406,org.apache.tools.bzip2.CBZip2InputStream,bsR_412,<,>
_mut17407,org.apache.tools.bzip2.CBZip2InputStream,bsR_412,<,<=
_mut17408,org.apache.tools.bzip2.CBZip2InputStream,bsR_412,<,>=
_mut17409,org.apache.tools.bzip2.CBZip2InputStream,bsR_412,<,==
_mut17410,org.apache.tools.bzip2.CBZip2InputStream,bsR_412,<,!=
_mut17411,org.apache.tools.bzip2.CBZip2InputStream,bsR_412,<,>
_mut17412,org.apache.tools.bzip2.CBZip2InputStream,bsR_412,<,<=
_mut17413,org.apache.tools.bzip2.CBZip2InputStream,bsR_412,<,>=
_mut17414,org.apache.tools.bzip2.CBZip2InputStream,bsR_412,-,+
_mut17415,org.apache.tools.bzip2.CBZip2InputStream,bsR_412,-,*
_mut17416,org.apache.tools.bzip2.CBZip2InputStream,bsR_412,-,/
_mut17417,org.apache.tools.bzip2.CBZip2InputStream,bsR_412,-,%
_mut17418,org.apache.tools.bzip2.CBZip2InputStream,bsR_412,-,+
_mut17419,org.apache.tools.bzip2.CBZip2InputStream,bsR_412,-,*
_mut17420,org.apache.tools.bzip2.CBZip2InputStream,bsR_412,-,/
_mut17421,org.apache.tools.bzip2.CBZip2InputStream,bsR_412,-,%
_mut17422,org.apache.tools.bzip2.CBZip2InputStream,bsR_412,-,+
_mut17423,org.apache.tools.bzip2.CBZip2InputStream,bsR_412,-,*
_mut17424,org.apache.tools.bzip2.CBZip2InputStream,bsR_412,-,/
